Name,Secondary,File
# Note: Secondary is triggered by this alias, so a chain of secondaries are played at the same time
# Note: There are other settings that cannot be pulled, so these sounds may not sound the same as in-game without editing
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_01.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_02.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_03.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_04.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_05.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_06.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_07.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_01.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_02.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_03.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_04.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_05.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_06.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_gen_07.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_mtl_01.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_mtl_02.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_mtl_03.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_mtl_04.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_mtl_05.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_mtl_06.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_mtl_07.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_wood_01.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_wood_02.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_wood_03.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_wood_04.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_wood_05.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_wood_06.LN.75.44100.all
snowball_impact,snowball_impact_lfe,level\mp_overwinter\snowball\weap_snowball_impt_wood_07.LN.75.44100.all
snowball_impact_lfe,,level\mp_overwinter\snowball\weap_snowball_impt_lfe_01.LN.75.48000.all
snowball_impact_plr,,level\mp_overwinter\snowball\weap_snowball_impact_plr_01.LN.75.44100.all
snowball_impact_plr,,level\mp_overwinter\snowball\weap_snowball_impact_plr_02.LN.75.44100.all
snowball_impact_plr,,level\mp_overwinter\snowball\weap_snowball_impact_plr_03.LN.75.44100.all
snowball_impact_plr,,level\mp_overwinter\snowball\weap_snowball_impact_plr_04.LN.75.44100.all
snowball_impact_plr,,level\mp_overwinter\snowball\weap_snowball_impact_plr_05.LN.75.44100.all
weap_snowball_fire,,weapons\grenade\snowball\iw8_snowball_throw_01.LN.75.36000.all
weap_snowball_fire,,weapons\grenade\snowball\iw8_snowball_throw_02.LN.75.36000.all
weap_snowball_fire_plr,,weapons\grenade\snowball\iw8_snowball_throw_01.LN.75.36000.all
weap_snowball_fire_plr,,weapons\grenade\snowball\iw8_snowball_throw_02.LN.75.36000.all
weap_snowball_pin,,weapons\grenade\snowball\iw8_snowball_pin.LN.75.36000.all
weap_snowball_pin_plr,,weapons\grenade\snowball\iw8_snowball_pin.LN.75.36000.all
weap_snowball_proj_lp,move_golf25_proj_flame_dist,weapons\mike32\move_mike32_proj_flame.LL.75.44100.all
